员工,警方,雨衣男,下架,内卷,特斯拉,母女,苏州,起火,拘留,离婚,新东方,乐视,电视台,彬彬,比亚迪,合约,股份,面包,麦当劳,性关系,拖拽,放回,潜逃,目标,回家,德国,进屋,续约,谭乔,取消,辞退,山东,全面,犯罪,货架,节目,前妻,被判赔,巴菲特,涉事,被害人,有限公司,广播,版权,转让
0.9984985,0.0,0.0,0.0039228,0.674512,0.003483,0.0,0.0,0.0,0.0,0.0,0.5972622,0.7424789,0.0134197,0.0028341,0.0,0.0085023,0.0,0.6307245,0.6256772,0.0,0.0,0.6324957,0.0,0.0,0.0,0.0,0.0,0.0031662,0.0054231,0.0,0.601559,0.0,0.0,0.0,0.6239357,0.0066331,0.0,0.6007829,0.0,0.1793638,0.0,0.2851602,0.0083042,0.246821,0.0090773
0.0,0.997416,0.7442322,0.0,0.0,0.0,0.8411492,0.0,0.0,0.3156741,0.6484428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2064942,0.513009,0.0,0.1768881,0.0059216,0.6037192,0.0,0.4629163,0.0,0.0,0.0,0.0,0.6129316,0.0,0.5872278,0.0,0.0,0.1452524,0.0,0.0,0.4056597,0.6096287,0.0,0.0,0.0,0.0
0.0,0.7442322,0.9986772,0.0,0.0,0.0,0.8579569,0.0,0.0,0.6385366,0.6229589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6897203,0.7280606,0.0,0.6512039,0.0,0.5568891,0.0,0.7092056,0.0,0.0,0.0046614,0.0,0.5571308,0.0,0.5531746,0.0,0.0,0.6747216,0.0,0.0,0.3750706,0.5569062,0.0,0.0,0.0,0.0
0.0039228,0.0,0.0,0.9975787,0.0,0.0,0.0,0.0039579,0.0,0.0,0.003603,0.0,0.0,0.6714084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051477,0.0,0.0,0.7326022,0.0,0.0,0.0,0.5410784,0.0,0.0,0.4965105,0.0,0.0,0.0,0.01213,0.0,0.1985696,0.631846,0.3274818,0.0099971
0.674512,0.0,0.0,0.0,0.9958333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8578564,0.009375,0.0,0.005508,0.0083333,0.0058147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056548,0.0,0.0,0.0,0.0,0.3114583,0.0117424
0.003483,0.0,0.0,0.0,0.0,0.9945355,0.0,0.9808293,0.9478076,0.0,0.0,0.0,0.0,0.0,0.0,0.0123138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8411492,0.8579569,0.0,0.0,0.0,0.9981685,0.0,0.0,0.6894663,0.6219219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2119309,0.8092712,0.0,0.1785019,0.0,0.5916652,0.0,0.7883963,0.0,0.0,0.0049158,0.0,0.5734266,0.0,0.5620879,0.0,0.0,0.1557597,0.0,0.0,0.3923681,0.5808174,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0039579,0.0,0.9808293,0.0,0.9945055,0.9502847,0.0,0.0,0.0,0.0,0.0,0.0,0.0061719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.9478076,0.0,0.9502847,0.9939759,0.0,0.0,0.0,0.0,0.0,0.0,0.0064367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3156741,0.6385366,0.0,0.0,0.0,0.6894663,0.0,0.0,0.9953271,0.3593883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0767054,0.7810587,0.0,0.0444615,0.0,0.0900873,0.0,0.7963094,0.0,0.0,0.0063364,0.0,0.4060323,0.0,0.0780819,0.0,0.0,0.0630318,0.0,0.0,0.4170674,0.0683965,0.0,0.0,0.0,0.0
0.0,0.6484428,0.6229589,0.003603,0.0,0.0,0.6219219,0.0,0.0,0.3593883,0.9952153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2414885,0.3829126,0.0,0.2206004,0.0,0.3699702,0.0,0.3743316,0.0,0.0043531,0.0063923,0.0,0.5411483,0.0062385,0.5580314,0.0,0.0,0.1745787,0.0,0.0,0.4348028,0.5894737,0.0,0.0,0.0,0.0
0.5972622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9929078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9858156,0.0,0.0,0.0,0.0,0.0,0.0,0.9893364,0.0,0.0084005,0.0,0.4169622,0.0,0.0,0.0
0.7424789,0.0,0.0,0.0,0.8578564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996988,0.0082204,0.0,0.0049307,0.0071787,0.0052374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050775,0.0,0.0,0.0,0.0,0.2814383,0.0105878
0.0134197,0.0,0.0,0.6714084,0.009375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082204,0.9947917,0.0,0.0,0.009375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4108456,0.0,0.0,0.0,0.2644631,0.0,0.0,0.4073529,0.0,0.0,0.0,0.0149171,0.0,0.2387153,0.876807,0.3515625,0.0127841
0.0028341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958333,0.0,0.9833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061817,0.0,0.0,0.9267512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.005508,0.0123138,0.0,0.0061719,0.0064367,0.0,0.0,0.0,0.0049307,0.0,0.0,0.9931507,0.0,0.8587201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073617,0.0,0.0,0.0,0.0074247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9584638,0.0,0.0,0.0,0.0,0.0,0.901567
0.0085023,0.0,0.0,0.0,0.0083333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071787,0.009375,0.9833333,0.0,0.9958333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061817,0.0,0.0,0.9267512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119792,0.0
0.0,0.0,0.0,0.0,0.0058147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052374,0.0,0.0,0.8587201,0.0,0.9925373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8690299,0.0,0.0,0.1086926,0.0,0.0,0.879749
0.6307245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9947917,0.9741194,0.0,0.0,0.9790844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937163,0.0,0.0,0.0,0.0,0.2312146,0.0,0.0,0.0,0.0,0.0
0.6256772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9741194,0.9948454,0.0,0.0,0.974064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9326258,0.0,0.0,0.0,0.0,0.2303823,0.0,0.0,0.0,0.0,0.0
0.0,0.2064942,0.6897203,0.0,0.0,0.0,0.2119309,0.0,0.0,0.0767054,0.2414885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9965986,0.1254985,0.0,0.8763885,0.0,0.0927847,0.0,0.0942114,0.0,0.0,0.0,0.0,0.2123686,0.0,0.2520408,0.0,0.0,0.9272515,0.0,0.0,0.0262202,0.2298067,0.0,0.0,0.0,0.0
0.0,0.513009,0.7280606,0.0,0.0,0.0,0.8092712,0.0,0.0,0.7810587,0.3829126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1254985,0.9971264,0.0,0.0957551,0.0,0.2103354,0.0,0.9431871,0.0,0.0,0.0054368,0.0,0.4725967,0.0,0.2045567,0.0,0.0,0.108981,0.0,0.0,0.4026336,0.1741984,0.0,0.0,0.0,0.0
0.6324957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9790844,0.974064,0.0,0.0,0.9947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9362229,0.0,0.0,0.0,0.0,0.2245784,0.0,0.0,0.0,0.0,0.0
0.0,0.1768881,0.6512039,0.0,0.0,0.0,0.1785019,0.0,0.0,0.0444615,0.2206004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8763885,0.0957551,0.0,0.9957806,0.0,0.0807048,0.0,0.0512077,0.0,0.0,0.0,0.0,0.126448,0.0,0.2611212,0.0,0.0,0.866632,0.0,0.0,0.0417844,0.2506773,0.0,0.0,0.0,0.0
0.0,0.0059216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9907407,0.0,0.8480971,0.0,0.0,0.0,0.8370741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6037192,0.5568891,0.0,0.0,0.0,0.5916652,0.0,0.0,0.0900873,0.3699702,0.0,0.0,0.0,0.0061817,0.0,0.0061817,0.0,0.0,0.0,0.0927847,0.2103354,0.0,0.0807048,0.0,0.9918033,0.0,0.1242197,0.0065138,0.0,0.0,0.0,0.1728763,0.0,0.5404762,0.0,0.0,0.0894605,0.0,0.0,0.0626691,0.5897757,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0051477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8480971,0.0,0.992126,0.0,0.0,0.0,0.9286299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4629163,0.7092056,0.0,0.0,0.0,0.7883963,0.0,0.0,0.7963094,0.3743316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0942114,0.9431871,0.0,0.0512077,0.0,0.1242197,0.0,0.996904,0.0,0.0,0.005548,0.0,0.4631016,0.0,0.1135781,0.0,0.0,0.0751005,0.0,0.0,0.4033485,0.0817337,0.0,0.0,0.0,0.0
0.0031662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9267512,0.0,0.9267512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065138,0.0,0.0,0.9951691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0054231,0.0,0.0,0.7326022,0.0,0.0,0.0,0.0,0.0,0.0,0.0043531,0.0,0.0,0.4108456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9960784,0.0,0.0,0.0,0.2671192,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.191122,0.3217287,0.2816176,0.0114973
0.0,0.0,0.0046614,0.0,0.0,0.0,0.0049158,0.0,0.0,0.0063364,0.0063923,0.0,0.0,0.0,0.0,0.0074247,0.0,0.0,0.0,0.0,0.0,0.0054368,0.0,0.0,0.8370741,0.0,0.9286299,0.005548,0.0,0.0,0.992,0.0,0.0,0.0156923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.601559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9858156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9929078,0.0,0.0,0.0,0.0,0.0,0.0,0.9893364,0.0,0.0084005,0.0,0.4169622,0.0,0.0,0.0
0.0,0.6129316,0.5571308,0.0,0.0,0.0,0.5734266,0.0,0.0,0.4060323,0.5411483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2123686,0.4725967,0.0,0.126448,0.0,0.1728763,0.0,0.4631016,0.0,0.0,0.0,0.0,0.9909091,0.0,0.1675325,0.0,0.0,0.0833446,0.0,0.0,0.5639894,0.1667464,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5410784,0.0,0.0,0.0,0.0065934,0.0,0.0,0.0062385,0.0,0.0,0.2644631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2671192,0.0156923,0.0,0.0,0.9923077,0.0,0.0,0.2821267,0.0,0.0,0.0,0.0,0.0,0.0254274,0.1956829,0.2325721,0.007634
0.0,0.5872278,0.5531746,0.0,0.0,0.0,0.5620879,0.0,0.0,0.0780819,0.5580314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2520408,0.2045567,0.0,0.2611212,0.0,0.5404762,0.0,0.1135781,0.0,0.0,0.0,0.0,0.1675325,0.0,0.9904762,0.0,0.0,0.1921997,0.0,0.0,0.0288488,0.8922306,0.0,0.0,0.0,0.0
0.6239357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.937163,0.9326258,0.0,0.0,0.9362229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9941176,0.0,0.0,0.0,0.0,0.2416619,0.0,0.0,0.0,0.0,0.0
0.0066331,0.0,0.0,0.4965105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4073529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2821267,0.0,0.0,0.9882353,0.0,0.0,0.0,0.0214734,0.0,0.0840959,0.3063625,0.3523897,0.0290107
0.0,0.1452524,0.6747216,0.0,0.0,0.0,0.1557597,0.0,0.0,0.0630318,0.1745787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9272515,0.108981,0.0,0.866632,0.0,0.0894605,0.0,0.0751005,0.0,0.0,0.0,0.0,0.0833446,0.0,0.1921997,0.0,0.0,0.9962687,0.0,0.0,0.0201601,0.1782207,0.0,0.0,0.0,0.0
0.6007829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9893364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9893364,0.0,0.0,0.0,0.0,0.0,0.0,0.9928571,0.0,0.0084258,0.0,0.418254,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0056548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050775,0.0,0.0,0.9584638,0.0,0.8690299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9928571,0.0,0.0,0.0,0.0,0.0,0.9125541
0.1793638,0.4056597,0.3750706,0.01213,0.0,0.0,0.3923681,0.0,0.0,0.4170674,0.4348028,0.0084005,0.0,0.0149171,0.0,0.0,0.0,0.0,0.2312146,0.2303823,0.0262202,0.4026336,0.2245784,0.0417844,0.0,0.0626691,0.0,0.4033485,0.0,0.0,0.0,0.0084005,0.5639894,0.0,0.0288488,0.2416619,0.0214734,0.0201601,0.0084258,0.0,0.9902913,0.0303526,0.028452,0.0165115,0.0175212,0.0
0.0,0.6096287,0.5569062,0.0,0.0,0.0,0.5808174,0.0,0.0,0.0683965,0.5894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2298067,0.1741984,0.0,0.2506773,0.0,0.5897757,0.0,0.0817337,0.0,0.0,0.0,0.0,0.1667464,0.0,0.8922306,0.0,0.0,0.1782207,0.0,0.0,0.0303526,0.9894737,0.0,0.0,0.0,0.0
0.2851602,0.0,0.0,0.1985696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4169622,0.0,0.2387153,0.0,0.0,0.0,0.1086926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.191122,0.0,0.4169622,0.0,0.0254274,0.0,0.0,0.0840959,0.0,0.418254,0.0,0.028452,0.0,0.9907407,0.2489607,0.0512153,0.0
0.0083042,0.0,0.0,0.631846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.876807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3217287,0.0,0.0,0.0,0.1956829,0.0,0.0,0.3063625,0.0,0.0,0.0,0.0165115,0.0,0.2489607,0.9931973,0.2484588,0.0143785
0.246821,0.0,0.0,0.3274818,0.3114583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2814383,0.3515625,0.0,0.0,0.0119792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2816176,0.0,0.0,0.0,0.2325721,0.0,0.0,0.3523897,0.0,0.0,0.0,0.0175212,0.0,0.0512153,0.2484588,0.9921875,0.0307765
0.0090773,0.0,0.0,0.0099971,0.0117424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105878,0.0127841,0.0,0.901567,0.0,0.879749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0114973,0.0,0.0,0.0,0.007634,0.0,0.0,0.0290107,0.0,0.0,0.9125541,0.0,0.0,0.0,0.0143785,0.0307765,0.9924242
